seg_id,code_v6,v6_evidence,v6_confidence,v6_flag
V9-04284,SYS.design,feasibility of introducing tokenised cashless rubles with market participants,0.65,
V9-04288,SYS.design,Model D is the most appropriate for further implementation,0.82,
V9-04289,ACCESS.universal,maximum accessibility of the digital ruble for citizens and businesses,0.78,
V9-04293,SYS.design,two-tier retail model of the digital ruble (Model D) as the target model,0.9,
V9-04306,SYS.design,digital ruble is a liability of the Bank of Russia,0.91,
V9-04311,INTEROP.crossborder,improving the efficiency of cross-border payments and settlements through its further integration,0.95,
V9-04314,SYS.design,funds move from the credit institution's digital wallet to the client's digital wallet,0.83,
V9-04319,SYS.design,opens wallets for financial organisations and the Federal Treasury,0.82,
V9-04320,SYS.design,special participant of the digital rouble platform; carries out operations from the Federal Treasury wallet,0.8,
V9-04323,SYS.design,wallets are hosted on the digital ruble platform and are not reflected on the balance sheets,0.82,
V9-04325,STAB.disintermediation,"In the event of a financial organisation's bankruptcy, funds in the wallet remain accessible",0.78,
V9-04326,SYS.design,software module embedded in financial organisations' mobile apps ensuring interaction between the digital ruble platform,0.8,
V9-04327,SYS.design,Model D is a two-tier retail model. The first tier is the Bank of Russia,0.88,
V9-04331,SYS.design,funds move from client A's digital wallet to client B's digital wallet. Credit institutions' balances are not involved,0.83,
V9-04332,SYS.design,credit institutions connecting to the digital ruble platform are planned to have nodes created,0.82,
V9-04335,ADOPT.experience,sends clients (an individual and a legal entity) notifications of digital ruble credits and debits,0.72,
V9-04336,SYS.design,funds move from the buyer's digital wallet to the seller's digital wallet. Credit institutions' balances are not involved,0.83,
V9-04338,SYS.design,Customer wallet 1 on the platform … Customer wallet 2 on the platform,0.7,
V9-04341,SYS.design,digital ruble will be accounted for in the M0 aggregate,0.87,
V9-04351,SYS.design,"specialised software module of the Bank of Russia, integrated with mobile applications of credit institutions",0.79,
V9-04356,SYS.design,implementation of smart contracts on the digital ruble platform does not restrict financial organisations,0.78,
V9-04361,SYS.design,Creation of digital rubles exclusively using the Bank of Russia's emission key,0.9,
V9-04367,SYS.design,Certification Authority … providing registration and certification of keys of credit institutions … and Bank of Russia keys used for digital rouble issuance,0.88,evidence_not_verbatim
V9-04369,SYS.design,mobile applications provided by credit institutions … specialised Bank of Russia software module and a secure key information storage,0.82,evidence_not_verbatim
V9-04381,STAB.disintermediation,minimise the risk of significant liquidity outflow from the banking sector,0.95,
V9-04382,SYS.design,issued by the Bank of Russia. A digital ruble will be an additional form of money,0.88,
V9-04386,CASH.relation,"one cash ruble equals one non-cash ruble, one digital ruble will always equal",0.9,
V9-04387,INTEROP.domestic,CBDC platform can be integrated with other Russian or foreign platforms,0.72,
V9-04388,INTEROP.domestic,digital ruble platform will be integrated into the existing infrastructure,0.85,
V9-04389,ADOPT.experience,will expand digital payment options available to households,0.82,
V9-04390,ADOPT.experience,prompt further development of payment technologies in the private sector,0.75,
V9-04392,SYS.design,issued by the Bank of Russia in digital form in addition to the existing forms,0.85,
V9-04394,CASH.relation,used alongside individuals' and businesses' cash rubles and funds in their commercial bank accounts,0.83,
V9-04396,ACCESS.universal,accessible for any individual anywhere across Russia,0.9,
V9-04398,CASH.relation,combines the benefits of cash and non-cash money,0.87,
V9-04399,OTHER.keep,boost the development of the new digital economy by creating the necessary conditions,0.65,
V9-04400,CASH.relation,used along with cash and funds in accounts with commercial banks,0.82,
V9-04403,SYS.design,models and mechanisms that can be used to design a circulation system for a digital ruble,0.88,
V9-04405,ACCESS.universal,increase financial accessibility and financial inclusion for a wider range of users,0.91,
V9-04408,OPS.resilience,seamless transfer of digital rubles from online to offline,0.72,
V9-04414,INTEROP.domestic,platform to conduct DVP transactions with digital financial assets,0.78,evidence_not_verbatim
V9-04419,INTEROP.domestic,processed using the existing bank and POS infrastructure,0.82,
V9-04420,ACCESS.universal,individual does not have access to a bank account,0.91,
V9-04421,ACCESS.universal,people must be able to select the preferable form of money,0.75,
V9-04423,ACCESS.universal,"use a digital ruble offline, which will allow payments to be made irrespective",0.85,
V9-04429,SYS.design,does not intend to further develop this model,0.71,
V9-04430,SYS.design,creation and operation of the CBDC platform and the issuance of a CBDC,0.92,
V9-04442,STAB.disintermediation,limiting the risks of the dollarisation of the economy,0.8,
V9-04443,OPS.resilience,"stability, reliability and uninterrupted operation of the country's payment system",0.87,
V9-04444,SYS.design,"central bank creates the CBDC platform, issues a CBDC, and provides access",0.92,
V9-04445,SYS.design,Only one wallet in a CBDC is opened for each customer,0.9,
V9-04449,SYS.design,open customer settlement accounts and provide settlement and cash services,0.82,
V9-04450,SYS.design,central bank opens and maintains customer wallets on a CBDC platform,0.93,
V9-04451,SYS.design,Only one wallet in a CBDC is opened for each customer,0.91,
V9-04471,INTEROP.domestic,"integrated with other state systems and platforms, which simplifies interaction",0.72,
V9-04475,SYS.design,use of the digital ruble in the budget process,0.62,
V9-04478,ACCESS.universal,financial inclusion for citizens is zero fees for transactions,0.82,
V9-04482,OPS.resilience,all operations on the digital ruble platform will be conducted online,0.52,evidence_not_verbatim
V9-04498,INTEROP.domestic,replenished from unified treasury accounts of territorial bodies of the Federal Treasury in the Bank of Russia payment system,0.78,
V9-04502,INTEROP.domestic,transferring funds held in bank accounts by individuals or organisations to digital ruble accounts,0.85,
V9-04504,STAB.disintermediation,fully compensate for liquidity outflows,0.8,
V9-04509,ADOPT.experience,meet the payment needs of citizens and businesses,0.72,
V9-04512,INTEROP.crossborder,integration with foreign CBDC platforms for cross-border settlements in both bilateral and multilateral formats,0.98,
V9-04515,ADOPT.experience,expansion of user categories; implementation of registry-based payments – mass and regular operations,0.75,evidence_not_verbatim
V9-04518,SYS.design,opening a digital ruble account for the Federal Treasury on the digital ruble platform,0.72,
V9-04519,INTEROP.domestic,pay for goods and services using QR codes generated on the basis of the existing NSPK JSC infrastructure,0.85,
V9-04520,SYS.design,payment will be carried out within the digital ruble platform,0.6,
V9-04521,INTEROP.domestic,universal QR code — a unified technological standard enabling citizens to independently choose a payment instrument,0.8,
V9-04522,INTEROP.crossborder,bilateral integration of national CBDC platforms are being discussed with a number of friendly countries,0.97,
V9-04523,INTEROP.crossborder,using CBDCs in cross-border settlements are being worked out,0.97,
V9-04524,OTHER.keep,The Bank of Russia plans to continue work in this direction,0.85,
V9-04528,ADOPT.experience,digital ruble will become a common means of payment,0.78,
V9-04532,SYS.design,"geo-distributed scalability, flexibility, reliability, and openness",0.88,
V9-04533,INTEROP.domestic,"integrated into the Bank of Russia's IT infrastructure, interacts with related systems",0.87,
V9-04547,SYS.design,issuing (minting) and redeeming (melting) Retail CBDC upon request,0.9,
V9-04558,SYS.design,ensure the irrevocability of transactions,0.82,
V9-04563,ADOPT.experience,alternative channel for retail payment,0.8,
V9-04564,SYS.design,"up to 2,000-2,500 transaction per second (TPS)",0.85,
V9-04591,SYS.design,retail CBDC which would be designed to meet the payments needs,0.75,evidence_not_verbatim
V9-04592,INTEROP.domestic,"how CBDC fits into the wider payments landscape, and how it interacts",0.85,
V9-04595,INTEROP.domestic,£10 of CBDC would always be worth the same as a £10 note,0.88,
V9-04596,SYS.design,"new risk-free form of (digital) pound sterling, issued by the central bank",0.86,evidence_not_verbatim
V9-04599,CASH.relation,introduced alongside — rather than replacing — cash and commercial bank deposits,0.95,
V9-04601,OPS.resilience,support a more resilient payments landscape,0.72,
V9-04602,CASH.relation,continued access to a risk-free form of money issued by the Bank,0.72,
V9-04604,SYS.design,illustrative 'platform' model of CBDC designed to enable households and businesses,0.82,
V9-04605,STAB.disintermediation,enhance financial stability by contributing to resilience in payments,0.71,
V9-04607,CASH.relation,reduce the demand for new privately issued money-like instruments,0.7,evidence_not_verbatim
V9-04608,ADOPT.experience,enhance the speed and efficiency of UK payments,0.78,
V9-04610,SYS.design,focus on domestic retail payments — payments that involve households,0.76,
V9-04613,INTEROP.crossborder,Domestic wholesale and all cross-border payments are outside the scope,0.75,evidence_not_verbatim
V9-04614,ACCESS.universal,issuing widely accessible trusted digital money as a means of payment,0.78,
V9-04617,ACCESS.universal,public will have access to risk-free digital money denominated in Rupiah,0.76,
V9-04618,CASH.relation,more secure and efficient compared to cash and reserve accounts,0.74,
V9-04619,CASH.relation,Digital Rupiah will complement the existing money being commonly used,0.85,
V9-04621,INTEROP.domestic,support various access technologies for funding and defunding the wallet,0.82,
V9-04622,ADOPT.experience,allow end users to use devices they already have,0.8,
V9-04625,SYS.design,support several types of secure containers,0.83,
V9-04626,ACCESS.universal,cater to parts of the public who cannot or do not wish to use a smartphone,0.88,
V9-04628,SYS.design,"include static information about each wallet, such as the sector",0.85,
V9-04641,CASH.relation,CBDC would likely act as a complement to cash rather than a substitute,0.99,
V9-04642,INTEROP.crossborder,link domestic CBDCs in a way that enables fast and efficient cross‑border payments,0.98,
V9-04652,OPS.resilience,"fast, highly secure and resilient technology platform — the 'core ledger'",0.88,
V9-04656,ACCESS.universal,"minimise barriers to use from technical literacy, disabilities, access to hardware",0.99,
V9-04659,INTEROP.domestic,interoperable between users of different providers and between CBDC and deposit account users,0.95,
V9-04660,INTEROP.crossborder,interoperate with other countries' CBDC systems to support future cross-border payments,0.99,
V9-04666,ADOPT.experience,small transaction fees charged to Payment Interface Providers,0.8,
V9-04668,SYS.design,platform model is not the only way that CBDC could be structured,0.88,
V9-04669,SYS.design,functionality of the core ledger could be limited to the essential features,0.87,
V9-04670,SYS.design,innovation in CBDC payment functionality to happen in the private sector through overlay services,0.82,
V9-04674,SYS.design,core ledger provided the minimum functionality or building blocks to enable Payment Interface Providers,0.87,
V9-04675,INTEROP.domestic,CBDC payments would be settled immediately ('real time') in central bank money,0.95,
V9-04676,SYS.design,core ledger could provide the basic functionality for one-off 'push' payments,0.87,
V9-04677,ADOPT.experience,CBDC would need to be designed to be compatible with these PoS systems,0.88,
V9-04680,SYS.design,not dictate how CBDC-related services should be built,0.72,
V9-04681,INTEROP.domestic,interoperability between different Payment Interface Providers,0.88,
V9-04693,SYS.design,core ledger would have relatively simple functionality,0.85,
V9-04699,SYS.design,core ledger could be built with relatively simple functionality,0.85,
V9-04702,SYS.design,develop innovative overlay services to provide functionality,0.8,
V9-04706,OPS.resilience,possible to scale its capacity as demand varies,0.72,
V9-04726,SYS.design,calculate each user's total CBDC holdings across all accounts,0.82,
V9-04729,SYS.design,core ledger would have the minimum necessary functionality,0.85,
V9-04730,SYS.design,complex functionality that would only be used by a smaller subset,0.78,
V9-04731,SYS.design,core ledger would need to be able to provide the necessary functionality,0.83,
V9-04732,ADOPT.experience,use case for CBDC focused on retail payments,0.75,evidence_not_verbatim
V9-04733,OPS.resilience,Bank would need to set minimum security standards,0.85,
V9-04753,OPS.resilience,"fast, highly secure, and resilient technology platform",0.87,
V9-04763,SYS.design,Bank hosts the core ledger and an application programming interface,0.9,
V9-04767,OTHER.keep,evaluate the CBDC architecture for opportunities to optimise energy,0.7,
V9-04768,SYS.design,core ledger would provide the minimum necessary functionality,0.82,
V9-04774,SYS.design,"extensible design, allowing PIPs and ESIPs to implement additional functionality",0.85,
V9-04775,OPS.resilience,vulnerabilities that may arise due to third-party dependencies,0.78,
V9-04776,OPS.resilience,"throughput of approximately 30,000 transactions per second, and confirmation and settlement in under one second",0.85,
V9-04777,OPS.resilience,"preliminary resilience requirements for a CBDC, including operating 24/7",0.95,
V9-04781,ADOPT.experience,"widely available and accepted in-store, online and peer-to-peer",0.88,
V9-04786,SYS.design,UK CBDC would be based on the platform model,0.92,
V9-04787,SYS.design,"build a fast, secure, and resilient platform – the 'core ledger'",0.88,
V9-04790,ADOPT.experience,"in-store, online and peer-to-peer (P2P) payments to be the initial focus",0.87,
V9-04792,ADOPT.experience,CBDC would be accessed via smart devices and cards,0.82,
V9-04793,ADOPT.experience,physical card options for CBDC payments,0.8,
V9-04794,INTEROP.domestic,"simple, fast and convenient to move between CBDC and other forms of money",0.87,
V9-04798,OPS.resilience,security is designed into the CBDC system to account for and minimise,0.92,
V9-04814,OPS.resilience,threat modelling and system-driven security risk management,0.91,
V9-04815,OPS.resilience,prospective system-driven security assessment of any possible CBDC system,0.92,
V9-04818,SYS.design,allowing one payment initiation to be split across multiple recipients,0.72,
V9-04819,SYS.design,ease the performance burden of high payment volumes,0.7,
V9-04831,SYS.design,expand and enhance its functionality without impacting existing services,0.75,
V9-04833,SYS.design,support future payment needs and evolving use cases,0.68,
V9-04835,SYS.design,"add, upgrade or replace components in a smooth manner",0.8,
V9-04836,SYS.design,"defining platform boundaries, like APIs, that serve as an interface",0.8,
V9-04837,SYS.design,robust API governance and version management that supports API changes,0.8,
V9-04838,SYS.design,designing a composable architecture,0.82,
V9-04839,SYS.design,core ledger would record the state information of CBDC in issue,0.88,
V9-04842,SYS.design,core ledger is the central record of CBDC that records the movements,0.9,
V9-04843,INTEROP.domestic,wallets to be compatible and interoperable with other payment infrastructure,0.82,
V9-04856,OPS.resilience,prevent distributed denial of service (DDoS) attacks,0.93,
V9-04857,OPS.resilience,implement authentication and authorisation functionality in a standardised way,0.75,
V9-04860,INTEROP.domestic,"enable interoperability with other forms of money, particularly cash and bank deposits",0.85,
V9-04861,SYS.design,No decision has yet been made on the format of wallet addresses,0.82,
V9-04862,INTEROP.domestic,use aliases in order to interoperate with the range of existing payment infrastructures,0.88,
V9-04867,OPS.resilience,"maintaining and operating a stable, secure and efficient CBDC system",0.82,
V9-04876,SYS.design,"API layer aims to be use case agnostic, allowing external parties to build",0.78,
V9-04877,SYS.design,"API layer architecture should be designed with a strong focus on usability, security",0.76,
V9-04879,SYS.design,core ledger would provide the minimum necessary functionality for managing a CBDC wallet,0.85,
V9-04881,SYS.design,API gateway would provide a single entry point for API calls,0.8,
V9-04882,ADOPT.experience,CBDC should support e-commerce transactions,0.85,
V9-04884,ADOPT.experience,CBDC system would be designed to allow merchants to use existing PoS terminals,0.87,
V9-04890,SYS.design,initial design for aliases could include: Phone number... PAN alias... Account number,0.82,
V9-04893,INTEROP.domestic,Technical standards for payments between devices would be needed to ensure interoperability,0.83,
V9-04894,ADOPT.experience,"enable online, in-store and peer-to-peer payments",0.84,
V9-04895,SYS.design,Bank would define aspects of how they operate. This would ensure interoperability,0.78,
V9-04897,ADOPT.experience,users might also be able to access their wallets using wearables and smart IoT devices,0.8,
V9-04898,ACCESS.universal,accessible via smart cards to support users who do not have a smartphone,0.91,
V9-04899,SYS.design,Storing balances remotely on the ledger should be feasible since most in-store payments,0.78,
V9-04900,OPS.resilience,not result in the user losing their CBDC funds,0.82,
V9-04901,ACCESS.universal,payments to work without internet connectivity,0.78,
V9-04902,SYS.design,does not require the core ledger to validate users or devices,0.8,
V9-04906,SYS.design,combination of on-device and remote ledger storage might be needed,0.85,
V9-04907,SYS.design,download some of their balance to their devices to support offline transactions,0.83,
V9-04908,ADOPT.experience,"support CBDC payments using existing infrastructure, PoS devices will require a contactless kernel",0.78,
V9-04909,SYS.design,Develop a bespoke CBDC contactless kernel,0.85,
V9-04910,SYS.design,request to transfer funds from the user to the merchant,0.82,evidence_not_verbatim
V9-04911,SYS.design,"sends an instruction to the core ledger, to transfer funds",0.83,
V9-04914,INTEROP.domestic,"interoperability between a CBDC, cash and bank deposits can be delivered effectively through existing payments infrastructure",0.9,
V9-04916,INTEROP.domestic,"use account-to-account payment infrastructure, such as Faster Payment System",0.92,
V9-04919,CASH.relation,cash to CBDC conversion could be automated,0.91,
V9-04959,SYS.design,"core ledger, API layer, alias service and analytics as part of the Bank-managed infrastructure",0.93,
V9-04982,INTEROP.crossborder,cross-border payment (and perhaps Islamic finance) will be the primary goals,0.82,
V9-04988,STAB.disintermediation,primary objective would be financial stability and specifically price stability,0.78,
V9-04989,SYS.design,avoiding proliferation of private cryptocurrencies used within the country,0.62,
V9-04999,OTHER.keep,Maldivian FinTech companies are involved in the development of the CBDC,0.72,
V9-05001,SYS.design,centralised mobile App for CBDC use which includes the ability to have multiple wallets,0.82,
V9-05003,OTHER.keep,sophisticated DeFi products would not be the first priority in the Maldives,0.75,
V9-05005,SYS.design,MMA is fully in control of the development and operation of the system,0.8,
V9-05011,ADOPT.experience,"exploring benefits for government payments and collections, enabling a safe and efficient eco-system",0.72,
V9-05012,SYS.design,stablecoins within the Innovation Hub must be based on assets that the MMA can properly back,0.7,evidence_not_verbatim
V9-05014,SYS.design,CBDC using a conventional IPS-like framework and supported by suitable laws and regulations,0.75,
V9-05016,SYS.design,"tie the value of the coins to digital assets, especially real-estate titles",0.73,
V9-05037,SYS.design,"CBDC would be a liability of the Federal Reserve, not of a commercial bank",0.88,
V9-05050,INTEROP.crossborder,preserve the dominant international role of the U.S. dollar,0.82,
V9-05051,CASH.relation,ensuring the continued safety and availability of cash and is considering a CBDC,0.88,
V9-05052,ACCESS.universal,"CBDC to expand financial inclusion, including cases targeted to underserved and lower income households",0.95,
V9-05053,ACCESS.universal,expanding access to individuals who do not currently use traditional financial services,0.97,
V9-05060,SYS.design,explore a wide range of design options for a CBDC,0.72,
V9-05065,CASH.relation,free from credit risk and liquidity risk,0.72,
V9-05071,OTHER.keep,extensive economic and policy research on digital currencies,0.62,
V9-05111,OTHER.keep,support U.S. leadership in the global financial system,0.55,
V9-05141,SYS.design,Transactions could take a certain amount of time to settle with finality,0.65,
V9-05155,SYS.design,"recovering accounts, voiding transactions, ordering restitution, and conducting recovery",0.7,
V9-05165,OPS.resilience,base a large part of its security model on secure hardware-based approaches,0.82,
V9-05169,OPS.resilience,system should maintain 'cryptographic agility',0.8,
V9-05192,SYS.design,interoperability of a protocol,0.65,
V9-05195,SYS.design,"require zero, one, or multiple digital signatures to execute a valid transaction",0.78,
V9-05196,SYS.design,only the payer is needed to authorize the transaction,0.8,
V9-05197,SYS.design,multiple signatures are needed in order to execute the transaction,0.82,
V9-05198,SYS.design,all three could be supported by the CBDC system in different circumstances,0.75,
V9-05222,ADOPT.experience,built without the concept of fees and any such charges,0.78,
V9-05244,ACCESS.universal,traditional banking infrastructure is unavailable,0.82,
V9-05261,SYS.design,centralized settlement and transaction layer,0.75,
V9-05264,SYS.design,"default to using existing tools, where possible, for standard technology infrastructure",0.82,
V9-05265,SYS.design,need to build key functionalities for a U.S. CBDC system,0.8,
V9-05277,ACCESS.universal,financial inclusion and cultural reasons have to be included in the CBDC designing process,0.88,
V9-05280,OPS.resilience,secured at GEM even if users lose their phones or password,0.85,
V9-05286,ADOPT.experience,used for payments in registered stores and for peer-to-peer transfers,0.84,
V9-05291,CASH.relation,"main use of e-Pesos is the same as cash, to do small payments",0.92,
V9-05293,CASH.relation,not a cryptocurrency but a legal tender banknote,0.93,
V9-05294,CASH.relation,"printing costs, logistics, security, transparency",0.78,
V9-05296,SYS.design,"GDM (digital money production), GEM (vault and digital wallets), MTS (transactional system)",0.95,
V9-05297,OPS.resilience,"managing keys, users, passwords, PINs and cryptographic devices, separation of roles",0.87,
V9-05301,OPS.resilience,cyber risk concerns must be under control,0.88,
V9-05303,SYS.design,"Issuance of digital banknotes ($ 20,000,000)",0.83,
V9-05304,ACCESS.universal,parts of the population with limited access to bank accounts,0.9,
V9-05306,INTEROP.domestic,"Interoperability was an important issue in the design process, a modular approach to introduce the rest of the agents of the payment ecosystem",0.87,
V9-05312,SYS.design,"unique identifier will be created for the end user, and an alias will be issued",0.84,
V9-05313,SYS.design,link multiple wallets to their unique identifier,0.82,
V9-05323,SYS.design,Separating the user's balance into multiple indices/sub-accounts/private keys,0.85,
V9-05336,OTHER.keep,supporting the tourism industry in innovative ways,0.78,
V9-05339,INTEROP.crossborder,new mechanisms for cross-border payments,0.95,
V9-05365,SYS.design,new modules which could result in integration with other more decentralised platforms,0.8,
V9-05369,INTEROP.domestic,"interfaces with existing systems, such as the RTGS, fraud, risk, analytics, and payment systems",0.9,
V9-05376,OPS.resilience,managing pending transactions in the event of connectivity issues,0.88,
V9-05382,INTEROP.domestic,funds in the individual SAMOS settlement accounts of settlement participants,0.87,
V9-05388,SYS.design,considered to be a designated settlement system as the platform on which central bank wholesale money is issued,0.84,
V9-05410,SYS.design,security and settlement tokens on the same smart platform,0.8,
V9-05480,OPS.resilience,potentially robust backup solution to the RTGS system for transaction message processing,0.88,
V9-05518,ACCESS.universal,"Access to the payments system could also be widened to include large companies, small companies, and even retail customers",0.85,
V9-05541,ADOPT.experience,used as a means of payment without any fees,0.87,
V9-05544,CASH.relation,"substantially not different from banknotes, but being digital it is likely to be easier",0.9,
V9-05545,CASH.relation,create a digital Rupee that is as close as possible to a paper currency,0.93,
V9-05550,SYS.design,reduction in operational costs involved in physical cash management,0.41,
V9-05554,CASH.relation,"complement, rather than replace, current forms of money",0.92,
V9-05556,SYS.design,whether Norges Bank will act as issuer after a conversion,0.82,
V9-05560,OTHER.keep,report to central bank management with a decision basis,0.85,
V9-05561,SYS.design,assess both retail CBDC and wholesale CBDC,0.88,
V9-05562,SYS.design,merit in introducing both CBDC-W and CBDC-R,0.88,
V9-05574,STAB.disintermediation,design features of CBDCs should be least disruptive,0.62,
V9-05575,CASH.relation,legal tender-based payments option (including cross-border payments),0.55,
V9-05577,SYS.design,"open, inclusive, inter-operable and innovative CBDC system",0.72,
V9-05579,SYS.design,design of e₹ should be compatible with the objectives of monetary and financial stability,0.78,
V9-05581,SYS.design,"specific purpose e₹, one each in the wholesale and retail segments",0.88,
V9-05583,ACCESS.universal,"enhance financial inclusion, and make the monetary and payment systems more efficient",0.62,
V9-05599,SYS.design,CBDC would be a liability of the Reserve Bank,0.95,
V9-05601,CASH.relation,"accepted as a medium of payment, legal tender, and a safe store of value",0.91,
V9-05602,INTEROP.domestic,Freely convertible against commercial bank money and cash,0.93,
V9-05604,ADOPT.experience,lower the cost of issuance of money and transactions,0.62,
V9-05605,INTEROP.domestic,eliminate the need for interbank settlement by giving choices,0.93,
V9-05608,ADOPT.experience,ease of usage coupled with sovereign guarantee,0.78,
V9-05609,OPS.resilience,enhance resilience in payments and provide core payment services,0.72,
V9-05610,CASH.relation,not expected to substitute other modes of existing payment options,0.75,
V9-05611,STAB.disintermediation,digital money free from credit risk and liquidity risk,0.72,
V9-05612,INTEROP.crossborder,use of CBDC in alleviating challenges in cross-border payment,0.97,
V9-05613,ACCESS.universal,more accessible to the unbanked and underbanked population,0.95,
V9-05621,INTEROP.domestic,transform the settlement systems for financial transactions undertaken by banks,0.88,
V9-05625,INTEROP.domestic,"settled outside CCP arrangements - CPs, CDs, etc",0.8,
V9-05626,ACCESS.universal,"buying assets such as G-secs, CPs/CDs, primary auctions etc bypassing the bank account route",0.7,
V9-05628,INTEROP.domestic,CBDC-W to be integrated with RTGS,0.95,
V9-05629,CASH.relation,electronic version of cash primarily meant for retail consumption,0.96,
V9-05630,INTEROP.domestic,direct access to the Central bank money for payment and settlement,0.82,
V9-05632,SYS.design,Indirect system may be the most suitable architecture for introduction of CBDC,0.93,
V9-05638,SYS.design,CBDC (Wholesale) & CBDC (Retail),0.72,
V9-05672,SYS.design,accommodate the likely volume of transactions (Billions per day),0.65,
V9-05674,INTEROP.domestic,"utilise the current payments infrastructure like UPI, digital wallets",0.93,
V9-05675,INTEROP.domestic,light yet secure inter-operable architecture,0.82,
V9-05694,SYS.design,large-scale enterprise-class digital platform,0.74,
V9-05699,SYS.design,open-ended flexible approach while zeroing in on the technical choices,0.7,
V9-05700,SYS.design,should not be a vendor lock in,0.75,
V9-05703,INTEROP.domestic,interoperability between CBDC with the existing or proposed payment systems,0.85,
V9-05704,INTEROP.crossborder,common global standards for facilitating easy cross-border transactions,0.95,
V9-05717,SYS.design,autonomous source of system wide change in liquidity,0.65,
V9-05727,OPS.resilience,cryptography that will render the system safer,0.82,
V9-05728,OPS.resilience,resistant to quantum computing,0.91,
V9-05735,OPS.resilience,Principle 17 on Operational Risk which set standards,0.9,
V9-05737,OPS.resilience,Security considerations; especially in offline transactions and smart contract,0.85,
V9-05756,OPS.resilience,"resilient to network outage, conditionally, if offline payment is supported",0.92,
V9-05758,OPS.resilience,help support the operational resilience of payment systems,0.92,
V9-05759,CASH.relation,instead of removing or becoming a substitute for these options,0.85,
V9-05772,OPS.resilience,incorporate offline payment features into e-HKD wallets,0.82,
V9-05791,ADOPT.experience,further enhance private sector innovation at the retail wallet layer,0.78,
V9-05795,SYS.design,forward compatible and future-proof to accommodate the objectives,0.8,
V9-05797,CASH.relation,purpose of developing e-HKD is not to replace existing payment methods,0.88,
V9-05798,INTEROP.domestic,fully interoperable with other payment systems for more efficient payments,0.92,
V9-05799,INTEROP.domestic,connectivity among other payment service providers such that cross-platform payments,0.9,
V9-05800,SYS.design,designed in a manner that paves the way for future extensions,0.78,evidence_not_verbatim
V9-05822,OPS.resilience,separated to address cyber risk,0.93,
V9-05827,INTEROP.domestic,"settlement 'engine', which will enable the transfer of digital shekels",0.85,
V9-05833,STAB.disintermediation,quick routing of CBDC to a commercial bank deposit account,0.88,
V9-05836,ADOPT.experience,allows people to pay everywhere in Europe,0.78,
V9-05837,CASH.relation,digital euro is designed to complement physical cash,0.95,
V9-05838,ACCESS.universal,"payments remain possible under all circumstances, with inclusion as its guiding principle",0.88,
V9-05840,CASH.relation,"designed to complement physical cash, ensuring that everyone",0.95,
V9-05844,ADOPT.experience,enhance competitiveness in the European payment landscape by strengthening,0.72,
V9-05846,INTEROP.domestic,"establish a ""common acceptance layer"" for A2A payments",0.82,
V9-05851,INTEROP.domestic,"basis for the development of further innovative services, supporting interoperability",0.75,
V9-05853,SYS.design,"flexible implementation approach, ensuring alignment with the legislative process",0.65,
V9-05854,SYS.design,structured in modules to allow gradual scaling and limited financial commitments,0.78,
V9-05856,CASH.relation,"secure, inclusive and innovative complement to cash across the euro area",0.9,
V9-05858,ACCESS.universal,"preserve people's freedom of choice in how to pay, thereby enhancing financial inclusion",0.8,
V9-05860,INTEROP.domestic,basis for the development of further innovative services and supporting interoperability,0.74,
V9-05861,SYS.design,roll-out plan for the digital euro's functionality will need to be developed,0.72,
V9-05864,ACCESS.universal,"role in improving financial inclusion, while enabling market participants to develop",0.74,
V9-05865,ACCESS.universal,"accessibility to ensure the app would be usable by everyone, including people with physical disabilities",0.97,
V9-05866,SYS.design,staggered roll-out approach could be considered for the introduction of the digital euro,0.76,
V9-05869,SYS.design,build the necessary technical capacity ahead of a possible decision to issue,0.78,
V9-05870,SYS.design,ECB aims to be ready for a potential first issuance of the digital euro during 2029,0.82,
V9-05872,SYS.design,"advancing technical readiness, deepening market engagement and supporting the legislative",0.62,
V9-05873,SYS.design,"alias lookup component, which would facilitate payment transactions by users",0.72,
V9-05880,ADOPT.experience,support and foster innovation within the broader financial ecosystem,0.65,
V9-05896,SYS.design,synchronous REST interface for the connection between PSPs and the back-end infrastructure,0.82,
V9-05906,SYS.design,"clearly separated settlement layer in the back-end infrastructure, provided by the Eurosystem",0.78,
V9-05912,ACCESS.universal,digital euro app would comply with the European Accessibility Act,0.91,
V9-05929,INTEROP.domestic,European PSPs and A2A schemes can voluntarily integrate the digital euro into their payment solutions,0.82,
V9-05944,SYS.design,"mandatory acceptance and distribution of the digital euro, as well as the compensation",0.67,
V9-05949,SYS.design,flexible and modular approach... allows gradual scaling and limited financial commitments,0.72,
V9-05950,CASH.relation,"additional option to pay digitally, complementing cash across the euro area",0.93,
V9-05954,ADOPT.experience,"seamless, pan-European solution for both online and offline payments, prioritising accessibility and ease of use",0.82,
V9-05955,ADOPT.experience,"app is intuitive, user-friendly and recognisable for everyone",0.88,
V9-05956,INTEROP.domestic,"link their digital euro wallet with a commercial bank account, allowing them to make payments",0.87,
V9-05962,ACCESS.universal,"accessible to everyone, including people with physical disabilities, low digital skills or learning impairments",0.96,
V9-05965,OPS.resilience,digital euro remains operational during emergencies such as power or network outages,0.97,
V9-05970,CASH.relation,"digital complement to cash, the digital euro would support financial inclusion",0.72,
V9-05971,OTHER.keep,strengthen Europe's strategic autonomy and competitiveness,0.62,
